seller_id,seller_state,delivered_orders,gmv,avg_delivery_delay_days,avg_review_score,late_delivery_rate,severe_delay_rate,poor_review_rate,sla_risk_score
1f9ab4708f3056ede07124aad39a2554,SP,76,15692.65,-13.407894736842104,4.093333333333334,0.0526315789473684,0.0263157894736842,0.0789473684210526,2477.786842105263
cbd996ad3c1b7dc71fd0e5f5df9087e2,SP,160,10989.44,-10.89375,4.210191082802548,0.08125,0.03125,0.1125,2472.6240000000003
b14db04aa7881970e83ffa9426897925,SP,78,7700.400000000001,-10.17948717948718,3.7733333333333334,0.1025641025641025,0.0512820512820512,0.1666666666666666,2468.076923076923
95e03ca3d4146e4011985981aeb959b9,RJ,172,14054.46,-15.151162790697674,4.0323529411764705,0.0348837209302325,0.005813953488372,0.1337209302325581,2451.3593023255808
1da3aeb70d7989d1e6d9b0e887f97c23,SP,261,12867.08,-11.39463601532567,4.165384615384616,0.0459770114942528,0.0191570881226053,0.1226053639846743,2415.6586973180074
b92e3c8f9738272ff7c59e111e108d7c,MG,62,10645.3,-43.403225806451616,4.161290322580645,0.032258064516129,0.0161290322580645,0.1774193548387097,2403.777419354839
2a84855fd20af891be03bc5924d2b453,MG,155,18265.72,-12.419354838709678,4.376623376623376,0.0258064516129032,0.0258064516129032,0.0774193548387096,2356.8670967741937
d50d79cb34e38265a8649c383dcffd48,SP,70,14944.680000000002,-13.285714285714286,4.246376811594203,0.0428571428571428,0.0285714285714285,0.0857142857142857,2348.4497142857144
f80edd2c5aaa505cc4b0a3b219abf4b8,SP,116,11790.619999999995,-12.327586206896552,4.147826086956521,0.0517241379310344,0.0086206896551724,0.1379310344827586,2337.7953448275857
d6b1ce66b035a475f00c017792ff9769,SP,92,14315.88,-12.576086956521738,4.277777777777778,0.0543478260869565,0.0326086956521739,0.0760869565217391,2334.1108695652174
34056b8b55c1775a22af2331670a799c,SP,77,8150.21,-10.92207792207792,4.038961038961039,0.1168831168831168,0.0259740259740259,0.1428571428571428,2328.6314285714284
01cf7e3d21494c41fb86034f2e714fa1,PR,59,11404.009999999998,-15.152542372881356,4.120689655172414,0.0508474576271186,0.0338983050847457,0.1186440677966101,2319.4596610169488
c6bda72e4dbf5c5866b13cb1810c6d03,SP,59,15196.12,-12.271186440677964,4.398305084745763,0.0338983050847457,0.0338983050847457,0.0847457627118644,2318.05220338983
a420f60ff1aa9acc80d0e42959f2b313,SP,67,8543.27,-13.014925373134329,3.953846153846154,0.0746268656716417,0.044776119402985,0.1492537313432835,2295.206865671642
23613d49c3ac2bd302259e55c06c050c,SP,69,6227.14,-11.028985507246375,3.8676470588235294,0.0869565217391304,0.0434782608695652,0.2318840579710145,2256.2101449275365
aac29b1b99776be73c3049939652091d,MG,94,9133.28,-10.76595744680851,4.172043010752688,0.0957446808510638,0.0531914893617021,0.0957446808510638,2234.7387234042553
36a968b544695394e4e9d7572688598f,SP,148,8917.699999999999,-12.39864864864865,3.7533783783783785,0.0337837837837837,0.0067567567567567,0.2094594594594594,2229.4249999999997
ca3bd7cd9f149df75950150d010fe4a2,SP,68,12572.36,-16.5,4.088235294117647,0.0147058823529411,0.0147058823529411,0.1470588235294117,2218.6517647058827
d94a40fd42351c259927028d163af842,MG,100,17022.37,-13.7,4.214285714285714,0.03,0.0,0.1,2212.9081
5a8e7d5003a1f221f9e1d6e411de7c23,SP,137,13708.8,-12.072992700729928,4.1678832116788325,0.0364963503649635,0.0,0.1240875912408759,2201.4131386861313
1c129092bf23f28a5930387c980c0dfc,SP,200,12550.19,-10.055,4.251256281407035,0.045,0.015,0.115,2196.2832499999995
bd23da7354813347129d751591d1a6e2,SP,86,11089.159999999998,-10.093023255813954,4.117647058823529,0.0232558139534883,0.0232558139534883,0.1511627906976744,2192.043255813953
92eb0f42c21942b6552362b9b114707d,SP,334,11262.04,-10.2874251497006,4.021084337349397,0.0479041916167664,0.0059880239520958,0.1407185628742515,2191.714371257485
3c7c4a49ec3c6550809089c6a2ca9370,SP,139,5799.209999999999,-9.453237410071942,3.6906474820143886,0.0575539568345323,0.0431654676258992,0.2733812949640288,2169.488633093525
4e17c65a516f69d023a2ae78b84f28d6,SP,61,8794.799999999997,-22.114754098360656,4.229508196721311,0.0491803278688524,0.0163934426229508,0.180327868852459,2162.6557377049176
